JPM_2019.pdf,JPM_2018.pdf,JPM_2020.pdf,JPM_2021.pdf,JPM_2022.pdf
"f C ontractual instruments include renewable energy credits (RECs) from the Buckthorn wind farm PPA and a hydroelectric project on BeBee Island, Renewable Energy Guarantees of Origin (REGOs) and a solar and wind tariff.INVESTING IN OUR EMPLOYEESPROMOTING SOUND GOVERNANCESERVING OUR CUSTOMERSSUPPORTING OUR COMMUNITIES INTRODUCTION ADVANCINGSUSTAINABILITY JPMORGAN CHASE & CO. Environmental Social & Governance Report 34JPMorgan Chase Business Principles Exceptional client service 1.Focus on the customer 2.Be field and clien t driv en and operate at the local level 3.Build w orld-class franchises, investing for the long term, to serve our clients Operational excellence 4.Set the highest standards of per formance 5.Demand financial rigor and risk discipline: We will alw ays maintain a fortress balance sheet 6.Striv e for the best internal governance and controls 7.Act and think like owners and partners 8.Striv e to build and maintain the best, most efficient systems and operations 9.Be disciplined in e v erything we do 10.Execute with both skill and urgency A commitment to integrity, fairness and responsibility 11.Do not compromise our integrity 12 .Face facts 13.Have fortitude 14.Foster an environment of respect, inclusiveness, humanity and humility 15.Help strengthen the communities in which we live and work A great team and winning culture 16.Hire, train and retain great, diverse employees 1 7.Build teamw ork , loyalty and morale 18.Maintain an open, entrepreneurial meritocracy for all 19.Communicate honestly, clearly and consistently 20.Strive to be good leaders JPMORGAN CHASE & CO. Environmental Social & Governance Report 35Contact Us To contact Corporate Responsibility, email corporate.responsibility@jpmchase.com.",,,,
"To contact Investor Relations, email JPMCinvestorrelations@jpmchase.com.",,,,
JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $2.7 trillion and operations worldwide.,,,,
"The firm is a leader in investment banking, financial services for consumers and small businesses, commercial banking, financial transaction processing and asset management.",,,,
"A component of the Dow Jones Industrial Average, JPMorgan Chase & Co. serves millions of customers in the United States and many of the world’s most prominent corporate, institutional and government clients under its J.P. Morgan and Chase brands.",,,,
Information about J.P. Morgan’s capabilities can be found at jpmorgan.com and about Chase’s capabilities at chase.com.,,,,
Information about JPMorgan Chase & Co. is available at jpmorganchase.com.,,,,
"“JPMorgan Chase,” “J.P.",,,,
"Morgan,” “Chase,” the Octagon symbol and other words or symbols in this report that identify JPMorgan Chase services are service marks of JPMorgan Chase & Co. Other words or symbols in this report that identify other parties’ goods or services may be trademarks or service marks of those other parties.",,,,
,"Return on Community Corporate Responsibility Report April 2019INTRODUCTION ADVANCING CITIES PILLARS 7 TRAITSContents Introduction 1 Return on Community: A Business Imperative by Peter L. Scher, Head of Corporate Responsibility and Chairman of the Mid-Atlantic Region, JPMorgan Chase & Co. 2 The Opportunity L ong Game by Jamie Dimon , Chairman and CEO, JPMorgan Chase & Co. AdvancingCities 4 Expanding Opportunit y Through AdvancingCities by Irene Baker, Head of Advancing Cities, JPMorgan Chase & Co. 6 Seeding Innovation and Amplifying Impact 7 7 Cities as the Fron t Lines of Economic Inclusion 8 Greater Paris 12 Detroit 14 Chicago 16 Greater Washington RegionINTRODUCTION 7 TRAITS ADVANCINGCITIES PILLARS Detroit Vegan Soul Co-owner Kirsten Ussery serves a customer.Pillars of Inclusive Growth 18 Leveraging Our Strengths to Deepen Our Impact by Karen Persichilli Keogh, Head of Global Philanthropy, JPMorgan Chase & Co. 19 Jobs and Skills: The Future of W ork Is Now 22 Small Business: Fueling Thrivin g Communities 25 Neighborhood Revitalization: Expandin g the Geography of Opportunity 28 Financial Health: Helping People Build a Stronger Financial Future 7 Traits of Advancing Cities 30 Cities Are Steppin g Up by Janis Bowdler, President of the JPMorgan Chase Foundation 32 Lead and Collaborate 34 Plan for Inclusive Growth 35 Tackle a Big Problem by Starting Small 36 Invest in Data 37 Activate Community Support 38 Engage Anchor Institutions 39 Take Risks, Adjust and Iterate 40 Cover Artwork and Artists 41 Learn More and Recognition Featuring perspectives from our partners and others: Angela Glover Blackwell, Founder in Residence, PolicyLink.",,,
,"Joseph L. Bower, Professor Emeritus, Harvard Business School.",,,
,"Henry Cisneros, Former Mayor of San Antonio, Texas and 10th U.S. Secretary of Housing and Urban Development.",,,
,"Ruben Diaz Jr., Bronx Borough President.",,,
,"Mike Duggan, Mayor of Detroit, Michigan.",,,
,"Theaster Gates Jr., Artist and Founder and Executive Director, Rebuild Foundation.",,,
,"Andrew Ginther, Mayor of Columbus, Ohio.",,,
,"Patricia E. Harris, CEO, Bloomberg Philanthropies.",,,
,"Larry Hogan, Governor of Maryland.",,,
,"Henrietta Moore, Director, Institute for Global Prosperity.",,,
,"Michael Nutter , Former Mayor of Philadelphia, Pennsylvania and David N. Din kins Professor of Professional Practice in Urban and Public Affairs, Columbia University.",,,
,"Muriel Pénicaud, French Minister of Employment.",,,
,"Mike Rawlings, Mayor of Dallas, Texas.",,,
,"Debbie Stabenow, U.S.",,,
,"Senator, Michigan.",,,
,"Ashley Swearengin, Former Mayor of Fresno, California and President and CEO, Central Valley Community Foundation.",,,
,JPMorgan Chase & Co.,,,
,"Editors Steve O’Halloran, Head of Corporate Responsibility Communications.",,,
,"Kristin Westmoreland, Executive Editor.",,,
,"Allison Branca, Editor.",,,
,"Ibadet Reller, Editor.Introduction Return on Community: A Business Imperative by Peter L. Scher , Head of Corporate Responsibility and Chairman of the Mid-Atlantic Region, JPMorgan Chase & Co. JPMorgan Chase Corporate Responsibility Report / www.jpmorganchase.com/cr1 Return on Community: A Business Imperative We live in a time when it is easy to feel that there is more that divides us than unites us.",,,
,"Economic, racial and cultural fault lines, it seems, are only growing wider.",,,
,The disparity between those sharing in — and those locked out of — a growing economy is driving the wedge still deeper.,,,
,The typical American family has a lower net worth than its counterpart did 20 years ago.,,,
